gene_id	plasmid	chromosome	total	proportion	plasmid homogeneity	serovar homogeneity	plasmid entropy	serovar entropy	human proportion	resistance
dfrA14	1991	155	2146	0.9277726001863933	0.3801781547854346	0.34891887472827765	1.680829608244308	1.903783773839162	0.5488793514544588	TRIMETHOPRIM
arr-2	60	2	62	0.967741935483871	0.1972222222222222	0.17925288900833114	1.886526141486698	2.037367685950503	0.7049180327868853	RIFAMYCIN
tet(A)	12514	3185	15699	0.7971208357220205	0.07754679949442722	0.08566022007324303	2.9812520005121033	3.045564651552724	0.4220225603357817	TETRACYCLINE
catA2	346	73	419	0.8257756563245824	0.23101339837615686	0.27663805075116765	1.9087975194142786	2.1014917265532715	0.5646067415730337	CHLORAMPHENICOL
aac(6')-If	11	5	16	0.6875	0.12396694214876036	0.36094674556213013	2.1458417525947544	1.2636256721237276	0.5384615384615384	AMIKACIN/KANAMYCIN/TOBRAMYCIN
mph(G)	2	0	2	1.0	0.5	1.0	0.6931471805599453	0.0	0.5	MACROLIDE
mef(C)	2	0	2	1.0	0.5	1.0	0.6931471805599453	0.0	0.5	MACROLIDE
bleO	234	122	356	0.6573033707865169	0.14895171305427712	0.17658198739279818	2.556937019628771	2.451387583914825	0.2912912912912913	BLEOMYCIN
tet(B)	4778	6352	11130	0.4292902066486972	0.18326680766685466	0.3128269838609905	2.089608810844714	1.9451033231352783	0.49117809226245174	TETRACYCLINE
msr(E)	34	10	44	0.7727272727272727	0.23875432525951557	0.19047619047619047	1.7536477544443954	1.9988893452820544	0.3333333333333333	MACROLIDE
mph(E)	34	10	44	0.7727272727272727	0.23875432525951557	0.19047619047619047	1.7536477544443954	1.9988893452820544	0.3333333333333333	MACROLIDE
tet(D)	185	9	194	0.9536082474226805	0.3656683710737765	0.1658144631117604	1.5024267776523503	2.4958296113121348	0.4810810810810811	TETRACYCLINE
blaDHA-16	0	4	4	0.0	-1	1.0	-1	0.0	1.0	CEPHALOSPORIN
blaEC-15	0	7	7	0.0	-1	1.0	-1	0.0	1.0	CEPHALOSPORIN
blaDHA-20	0	3	3	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
hugA	0	8	8	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
qnrD1	62	1	63	0.9841269841269841	0.5046826222684703	0.12204142011834318	0.6884572217893625	2.5326595707600617	0.9230769230769231	QUINOLONE
catB2	1	2	3	0.3333333333333333	1.0	1.0	0.0	0.0	0.0	CHLORAMPHENICOL
sat2_gen	77	76	153	0.5032679738562091	0.20020239500758985	0.19545244232930137	2.044529150677523	2.004672404505058	0.4065040650406504	STREPTOTHRICIN
fosA7	2	8277	8279	0.00024157506945283246	0.5	0.2940044486444222	0.6931471805599453	1.7530970490649787	0.32674886763965777	FOSFOMYCIN
blaCKO-1	0	2	2	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaCMY-51	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
qnrB4	38	2	40	0.95	0.6842105263157894	0.6717451523545706	0.624407399168227	0.7996941149853483	0.6842105263157895	QUINOLONE
blaCMY-159	0	4	4	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
aac(3)-Id	20	494	514	0.038910505836575876	0.5749999999999998	0.9333416331661317	0.9646946227273333	0.1963496091895793	0.7855711422845691	GENTAMICIN
aadA7	155	738	893	0.17357222844344905	0.3005619146722164	0.4549266745937376	1.4475164747926483	1.4023546261720237	0.664367816091954	STREPTOMYCIN
blaACT-49	0	2	2	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
catA4	0	41	41	0.0	-1	-1	-1	-1	-1	CHLORAMPHENICOL
tet(J)	1	48	49	0.02040816326530612	1.0	-1	0.0	-1	-1	TETRACYCLINE
blaOXA-58	1	0	1	1.0	1.0	-1	0.0	-1	-1	CARBAPENEM
aac(3)-IVa	1561	94	1655	0.943202416918429	0.4931762807477754	0.5132053251714181	1.278314200078903	1.3447263482225584	0.3471882640586797	GENTAMICIN
aph(4)-Ia	1514	79	1593	0.9504080351537979	0.5248111418046275	0.5479093122729264	1.143057487882353	1.2536478013185153	0.3432741116751269	HYGROMYCIN
aph(3')-Ia	3181	923	4104	0.7750974658869396	0.0855115562073262	0.15152660865098788	3.0127037555276925	2.5278487366366527	0.36233341714860445	KANAMYCIN
aac(3)-IId	684	63	747	0.9156626506024096	0.22981430183646268	0.11018909177204728	2.3733738010706276	2.7719819784337085	0.41143654114365413	GENTAMICIN
qnrB19	1314	25	1339	0.9813293502613891	0.5608607919860812	0.06231436050411909	0.8730766214700014	3.4521505383353266	0.6788710907704043	QUINOLONE
blaEC-18	0	13	13	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACT-28	0	6	6	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaCMY-157	0	6	6	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
mcr-9.1	572	255	827	0.6916565900846433	0.8132916035013937	0.16665865395799373	0.4952864617802466	2.324512518407801	0.18804483188044832	COLISTIN
aadA22	73	17	90	0.8111111111111111	0.29029836742353177	0.09523809523809523	1.803570471756199	2.6713211769302534	0.5119047619047619	STREPTOMYCIN
floR	4552	2461	7013	0.6490802794809639	0.16956740465961007	0.19794494738402446	2.196220267286506	2.223702434413941	0.401980774832508	CHLORAMPHENICOL/FLORFENICOL
tet(G)	17	2259	2276	0.007469244288224956	0.24567474048442905	0.8935840225884005	1.7057693153581717	0.3264584715350268	0.37437979251240416	TETRACYCLINE
blaCARB-2	145	2427	2572	0.056376360808709176	0.5340784780023782	0.8077427514469544	1.2413772040409286	0.523446025305504	0.4043234587670136	BETA-LACTAM
aadA2	1928	3316	5244	0.36765827612509533	0.06805474251476384	0.3137364964546767	3.0787464394129156	2.0797577281260056	0.4313224602082924	STREPTOMYCIN
blaMAL-1	0	2	2	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaACT-17	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaCMY-76	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
tet(H)	1	2	3	0.3333333333333333	1.0	1.0	0.0	0.0	1.0	TETRACYCLINE
dfrA5	147	176	323	0.4551083591331269	0.2156971632190291	0.29044921874999996	1.8598451240339937	1.729663289424664	0.75625	TRIMETHOPRIM
cmlA1	874	55	929	0.9407965554359526	0.13015986887924214	0.1401588829057554	2.417068970198558	2.6319559221318394	0.5656108597285068	CHLORAMPHENICOL
dfrA12	1233	277	1510	0.8165562913907285	0.0805695496053711	0.13747622031420226	3.0193795043671408	2.7211925528642706	0.5137174211248285	TRIMETHOPRIM
sul3	1173	73	1246	0.9414125200642055	0.16505139436700578	0.1312871641892911	2.25612128638578	2.764683990695512	0.5345699831365935	SULFONAMIDE
blaACT-23	0	2	2	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaI_of_Z	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
dfrC	0	1	1	0.0	-1	-1	-1	-1	-1	TRIMETHOPRIM
fosB-251804940	0	1	1	0.0	-1	-1	-1	-1	-1	FOSFOMYCIN
blaACT-52	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACT-40	0	3	3	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
aadA5	138	31	169	0.8165680473372781	0.1284394034866625	0.08947545960532977	2.4703881592325168	2.7719275327405817	0.5324675324675324	STREPTOMYCIN
armA	23	8	31	0.7419354838709677	0.3421550094517959	0.2577777777777778	1.2531439589650801	1.7999587982097305	0.26666666666666666	GENTAMICIN
blaACT-43	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACT-67	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaDHA-9	0	3	3	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACT-16	0	3	3	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
tet(32)	0	4	4	0.0	-1	0.375	-1	1.0397207708399179	0.5	TETRACYCLINE
blaACT-25	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaCMH-3	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaSED-1	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaACT-41	0	2	2	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
ere(D)	0	4	4	0.0	-1	0.5	-1	0.6931471805599453	0.75	ERYTHROMYCIN
erm(F)	0	4	4	0.0	-1	0.5	-1	0.6931471805599453	0.75	MACROLIDE
mph(A)	438	95	533	0.8217636022514071	0.14405454431725773	0.10929822718625637	2.6033584149338718	2.9583729656465403	0.6272189349112426	MACROLIDE
mcr-3.1	22	11	33	0.6666666666666666	0.2520661157024793	0.4222222222222223	1.531153319067113	1.0432551297748696	0.9	COLISTIN
aph(6)-Ic	281	26	307	0.9153094462540716	0.8638061827991034	0.7442129629629632	0.38908853327358284	0.7159363051279444	0.2013888888888889	STREPTOMYCIN
ble_Tn5	326	33	359	0.9080779944289693	0.6636493658022505	0.5675580484110979	1.0106768084726985	1.1911816610761479	0.2403560830860534	BLEOMYCIN
aph(3')-IIa	438	58	496	0.8830645161290323	0.5081941577531744	0.3176914997678517	1.4252957894140093	1.8723505078911233	0.39278131634819535	KANAMYCIN
blaOXA-48	8	0	8	1.0	0.78125	0.625	0.37677016125643675	0.5623351446188083	0.875	CARBAPENEM
aacA57-2	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	AMINOGLYCOSIDE
blaSHV-5	2	1	3	0.6666666666666666	0.5	0.5555555555555556	0.6931471805599453	0.6365141682948128	0.3333333333333333	CEPHALOSPORIN
cepS	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-724	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
cphA1	0	1	1	0.0	-1	-1	-1	-1	-1	CARBAPENEM
blaCMY-2	3758	475	4233	0.8877864398771557	0.2637794383512797	0.1395815470571098	1.5568959767209842	2.477483299289288	0.2772517601359553	CEPHALOSPORIN
aac(3)-VIa	1378	213	1591	0.8661219358893778	0.4462747592796611	0.13087701934318208	1.4430369811947827	2.809095421676731	0.19072164948453607	GENTAMICIN
qnrS2	51	0	51	1.0	0.5332564398308345	0.11519999999999997	0.9183079135080677	2.4435484105384804	0.54	QUINOLONE
tet(C)	790	136	926	0.8531317494600432	0.4714597019708381	0.16788274204065567	1.0947892069925356	2.5075342811835206	0.12458286985539488	TETRACYCLINE
blaACT-50	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXY-1-1	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaMOR-2	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
fosA_gen	1	2	3	0.3333333333333333	1.0	1.0	0.0	0.0	1.0	FOSFOMYCIN
oqxB11	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
oqxA6	3	6	9	0.3333333333333333	0.5555555555555556	0.28	0.6365141682948128	1.3321790402101223	0.4	PHENICOL/QUINOLONE
blaSHV-1	2	0	2	1.0	0.5	1.0	0.6931471805599453	0.0	1.0	BETA-LACTAM
blaTEM-150	244	24	268	0.9104477611940298	0.09993953238376774	0.07321870543690268	2.912075762648536	3.07299863345117	0.4048582995951417	BETA-LACTAM
dfrA8	46	20	66	0.696969696969697	0.3100189035916825	0.297979797979798	1.4302595467461672	1.752291979119122	0.7424242424242424	TRIMETHOPRIM
aac(2')-IIa	0	18	18	0.0	-1	0.6358024691358025	-1	0.6546695645285008	0.05555555555555555	KASUGAMYCIN
tet(35)	0	1	1	0.0	-1	-1	-1	-1	-1	TETRACYCLINE
blaCARB-33	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
qnrA1	163	17	180	0.9055555555555556	0.4795438292747187	0.35950813020817063	1.1021774889708373	1.4559648572731236	0.8324022346368715	QUINOLONE
blaCTX-M-9	85	19	104	0.8173076923076923	0.7245674740484429	0.5007396449704141	0.6213787336454885	0.9631163500017603	0.7692307692307693	CEPHALOSPORIN
ant(2'')-Ia	420	146	566	0.7420494699646644	0.12560090702947846	0.14033963147238082	2.4305957341631714	2.4655250477023234	0.26703499079189685	GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib-cr	162	20	182	0.8901098901098901	0.26581313824112174	0.19712653061224494	1.6064901360152026	2.340401323479276	0.4857142857142857	AMIKACIN/QUINOLONE
arr-3	99	4	103	0.9611650485436893	0.2939495969799	0.11457131872356785	1.5873351335874752	2.453306725628872	0.5490196078431373	RIFAMYCIN
dfrA27	55	1	56	0.9821428571428571	0.5200000000000001	0.16099173553719004	0.9893074319323869	2.2622375591122754	0.6909090909090909	TRIMETHOPRIM
aadA16	38	20	58	0.6551724137931034	0.4722991689750692	0.15851031086488154	0.9879693907945164	2.2959859975849994	0.6842105263157895	STREPTOMYCIN
blaEC-5	0	38	38	0.0	-1	0.33333333333333326	-1	1.0986122886681096	1.0	CEPHALOSPORIN
blaACT-45	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACT-39	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaDHA-22	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaDHA-17	0	13	13	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
tet(M)	569	70	639	0.8904538341158059	0.1301422963235226	0.1544368780570079	2.4452028816106646	2.4015174572272517	0.5698051948051948	TETRACYCLINE
aac(3)-IIa	215	37	252	0.8531746031746031	0.18766901027582483	0.22577009767092415	2.027207744047084	1.9292345536795459	0.6694214876033058	GENTAMICIN
blaCTX-M-15	211	11	222	0.9504504504504504	0.2906268951730644	0.2771716370208732	1.6648489313241797	1.8743845648597668	0.7276995305164319	CEPHALOSPORIN
blaDHA-1	40	4	44	0.9090909090909091	0.6262500000000001	0.6112500000000001	0.6877301954716963	0.9104860899598425	0.725	CEPHALOSPORIN
fosA2	0	1	1	0.0	-1	-1	-1	-1	-1	FOSFOMYCIN
blaACT-12	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
lmo0919_fam	2	1	3	0.6666666666666666	1.0	1.0	0.0	0.0	1.0	LINCOSAMIDE
fosX	0	2	2	0.0	-1	1.0	-1	0.0	1.0	FOSFOMYCIN
ant(3'')-Ia	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	STREPTOMYCIN/SPECTINOMYCIN
tet(X)	9	9	18	0.5	0.2098765432098766	0.2110726643598616	1.6769877743224173	1.6807679837119676	0.4117647058823529	TETRACYCLINE
aadA12	90	6	96	0.9375	0.44493827160493826	0.616712957372298	1.4327319821285747	0.9639903797086065	0.4065934065934066	STREPTOMYCIN
cmlA5	203	10	213	0.9530516431924883	0.17391831881385134	0.1393694229625223	2.057923921372844	2.3587715713915225	0.40487804878048783	CHLORAMPHENICOL
erm(B)	10	17	27	0.37037037037037035	0.16000000000000003	0.1284722222222222	1.9730014063936128	2.2603720897437287	0.625	MACROLIDE
blaDHA-10	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
aac(3)-IV	0	2	2	0.0	-1	1.0	-1	0.0	1.0	GENTAMICIN
ere(A)	136	16	152	0.8947368421052632	0.7933607266435986	0.31135996870262606	0.5667636149083021	2.0557899945140505	0.4195804195804196	MACROLIDE
lnu(G)	106	25	131	0.8091603053435115	0.20754716981132082	0.0796483574591843	2.091063701715274	2.752398572011203	0.3170731707317073	LINCOSAMIDE
qnrS13	32	1	33	0.9696969696969697	0.158203125	0.1386593204775023	1.9730302497052297	2.185359084433952	0.9696969696969697	QUINOLONE
blaHER-3	29	99	128	0.2265625	0.455410225921522	0.1292702585405171	1.2469676214126144	2.319102005707352	0.1889763779527559	BETA-LACTAM
dfrA17	125	21	146	0.8561643835616438	0.14636800000000005	0.07770890725436175	2.354821274886066	2.89701026266267	0.6212121212121212	TRIMETHOPRIM
blaCTX-M-1	85	5	90	0.9444444444444444	0.43335640138408316	0.1433401763072093	1.0965509816844237	2.2999554381670437	0.25274725274725274	CEPHALOSPORIN
blaOXA-9	14	2	16	0.875	0.3571428571428572	0.45999999999999996	1.450805020083924	0.8979457248567798	0.2	BETA-LACTAM
aac(6')-Ib'	8	0	8	1.0	1.0	1.0	0.0	0.0	0.0	AMINOGLYCOSIDE
aac(6')-IIc	126	0	126	1.0	0.9532627865961198	0.4832285855518679	0.12767103336475388	1.447413720424197	0.42857142857142855	GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(3)-II	125	0	125	1.0	0.952896	0.47974719908072383	0.12849884275368362	1.4565077922403138	0.423728813559322	GENTAMICIN
arr-269927220	126	0	126	1.0	0.9532627865961198	0.4832285855518679	0.12767103336475388	1.447413720424197	0.42857142857142855	RIFAMYCIN
dfrA19	119	1	120	0.9916666666666667	0.8711955370383448	0.39447086801426856	0.34685472359225783	1.5909433595353148	0.4051724137931034	TRIMETHOPRIM
blaSHV-12	143	0	143	1.0	0.6493716074135655	0.2963663095988238	0.7981240600640142	2.0293420604404444	0.4855072463768116	CEPHALOSPORIN
aadA6	243	19	262	0.9274809160305344	0.850598655354028	0.5170018336041502	0.43964086008288467	1.2573135266588378	0.30115830115830117	STREPTOMYCIN
dfrA34	217	12	229	0.9475982532751092	0.9017180233175476	0.6469172698868599	0.285333026979251	0.8630462065993404	0.3303964757709251	TRIMETHOPRIM
mef(B)	58	9	67	0.8656716417910447	0.19084423305588594	0.12711636656812686	1.8154269549768272	2.3847830300165214	0.36065573770491804	MACROLIDE
blaCTX-M-27	4	0	4	1.0	0.375	0.25	1.0397207708399179	1.3862943611198906	0.5	CEPHALOSPORIN
blaOXA-1	162	76	238	0.680672268907563	0.23616826703246463	0.5707557064129211	1.901679146901204	1.1986083998727062	0.34934497816593885	CEPHALOSPORIN
qnrB1	32	7	39	0.8205128205128205	0.669921875	0.19941563184806432	0.7318890680872792	1.825891338137551	0.8648648648648649	QUINOLONE
blaTEM-135	218	22	240	0.9083333333333333	0.5441461156468308	0.36879457665419113	1.1253245420128488	1.6629149065752467	0.8445378151260504	BETA-LACTAM
dfrA15	115	50	165	0.696969696969697	0.3067674858223063	0.2314814814814814	1.6138082490404038	2.220059227075808	0.7708333333333334	TRIMETHOPRIM
oqxB	75	28	103	0.7281553398058253	0.4282666666666667	0.1607062019013128	1.3492341789484161	2.1393771509309305	0.4574468085106383	PHENICOL/QUINOLONE
oqxA	71	28	99	0.7171717171717171	0.47669113271176355	0.1763666203762151	1.1467256413656508	2.0490044255142856	0.4606741573033708	PHENICOL/QUINOLONE
blaTEM-12	105	10	115	0.9130434782608695	0.5040362811791382	0.2762388427208371	0.9565540280207959	1.6269844801644464	0.6228070175438597	CEPHALOSPORIN
dfrA10	14	2	16	0.875	0.3979591836734694	0.15555555555555556	1.1163670752893367	2.026229622995291	0.13333333333333333	TRIMETHOPRIM
lnu(A)	0	10	10	0.0	-1	0.2592592592592593	-1	1.464816384890813	0.2222222222222222	LINCOSAMIDE
rmtE1	39	8	47	0.8297872340425532	0.4806048652202497	0.3175803402646503	1.0736579474525585	1.4065939882719427	0.06521739130434782	AMINOGLYCOSIDE
aac(6')-Ib	76	9	85	0.8941176470588236	0.692174515235457	0.29000000000000004	0.7868484201628323	1.8861486769373152	0.4	AMIKACIN/KANAMYCIN/TOBRAMYCIN
dfrA16	16	33	49	0.32653061224489793	0.1875	0.5818408996251561	1.7868083399845722	0.9741014160272644	0.8367346938775511	TRIMETHOPRIM
blaEC-8	0	16	16	0.0	-1	1.0	-1	0.0	1.0	CEPHALOSPORIN
blaCMY-132	9	2	11	0.8181818181818182	0.4814814814814814	0.2098765432098766	1.0027182645175161	1.6769877743224173	0.2222222222222222	CEPHALOSPORIN
blaTEM-235	299	4	303	0.9867986798679867	0.5806982024809566	0.32610569510374043	1.0031108985786217	1.6960909645198026	0.34843205574912894	BETA-LACTAM
aadA25	35	5	40	0.875	0.84	0.35595567867036015	0.3470668257548097	1.6153769943483112	0.07894736842105263	STREPTOMYCIN
blaOXA-10	37	4	41	0.9024390243902439	0.26077428780131484	0.18024985127900062	1.614325679723214	2.046923799028056	0.8536585365853658	CEPHALOSPORIN
dfrA7	387	737	1124	0.34430604982206403	0.42145570845769154	0.6590882948529668	1.1816271440533266	0.6339690897414518	0.8640226628895185	TRIMETHOPRIM
qnrB2	95	0	95	1.0	0.6212742382271469	0.36058601134215507	0.8741520769771776	1.6225881148081607	0.5	QUINOLONE
blaPDC-374	0	6	6	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-488	0	4	4	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
fosA-354827590	0	9	9	0.0	-1	-1	-1	-1	-1	FOSFOMYCIN
aph(3')-IIb	0	9	9	0.0	-1	-1	-1	-1	-1	KANAMYCIN
catB7	0	9	9	0.0	-1	-1	-1	-1	-1	CHLORAMPHENICOL
aadA11	5	0	5	1.0	0.43999999999999995	0.43999999999999995	0.9502705392332347	0.9502705392332347	0.8	STREPTOMYCIN
qnrVC4	0	3	3	0.0	-1	0.5555555555555556	-1	0.6365141682948128	0.6666666666666666	QUINOLONE
blaTEM-225	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	BETA-LACTAM
dfrA23	40	57	97	0.41237113402061853	0.7274999999999999	0.4882645392530929	0.6568156491622019	0.8595924304356956	0.3118279569892473	TRIMETHOPRIM
qepA4	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	QUINOLONE
mcr-2.1	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	COLISTIN
blaCMY-4	8	0	8	1.0	0.3125	0.26530612244897955	1.2554823251787537	1.475076311054695	0.5714285714285714	CEPHALOSPORIN
blaSCO-1	80	12	92	0.8695652173913043	0.43562499999999993	0.8350440768023185	0.9671968633270063	0.3833343992904597	0.978021978021978	BETA-LACTAM
aph(3')-Id	9	0	9	1.0	1.0	0.6296296296296298	0.0	0.6837389058487535	0.5555555555555556	AMIKACIN/KANAMYCIN
cmlA6	22	1	23	0.9565217391304348	0.8305785123966942	0.4504132231404958	0.3676494774001422	1.0965754342577216	0.0	CHLORAMPHENICOL
blaKLUC-2	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaOXA-134	0	3	3	0.0	-1	-1	-1	-1	-1	CARBAPENEM
dfrB1	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	TRIMETHOPRIM
aadA13	35	1	36	0.9722222222222222	0.37632653061224486	0.2708907254361801	1.1038309361339922	1.7741418400751012	0.42424242424242425	STREPTOMYCIN
aadA15	3	0	3	1.0	0.5555555555555556	0.33333333333333326	0.6365141682948128	1.0986122886681096	0.3333333333333333	STREPTOMYCIN
blaCTX-M-14	35	7	42	0.8333333333333334	0.20489795918367348	0.20748299319727892	1.7848503296656084	1.9116813213212964	0.5952380952380952	CEPHALOSPORIN
crpP	4	0	4	1.0	1.0	-1	0.0	-1	-1	FLUOROQUINOLONE
blaPDC-34	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
mcr-1.1	90	3	93	0.967741935483871	0.382716049382716	0.23275047258979198	1.27988278348727	1.9143570624101023	0.43478260869565216	COLISTIN
catB3	51	4	55	0.9272727272727272	0.4794309880815073	0.31438016528925616	1.4103341575186565	1.4494306029887527	0.34545454545454546	CHLORAMPHENICOL
blaCTX-M-55	87	2	89	0.9775280898876404	0.10529792574976882	0.30788213093337213	2.513531012753745	1.8340032415800165	0.7951807228915663	CEPHALOSPORIN
aac(6')-Ib-cr4	2	0	2	1.0	1.0	0.5	0.0	0.6931471805599453	0.0	AMIKACIN/QUINOLONE
blaCTX-M-3	6	0	6	1.0	0.7222222222222223	0.22222222222222232	0.45056120886630463	1.5607104090414068	0.6666666666666666	CEPHALOSPORIN
dfrA32	7	8	15	0.4666666666666667	0.30612244897959173	0.18343195266272194	1.277034259466139	1.8184831630123652	0.6923076923076923	TRIMETHOPRIM
aac(6')-Ib11	3	0	3	1.0	1.0	1.0	0.0	0.0	0.6666666666666666	AMIKACIN/KANAMYCIN/TOBRAMYCIN
blaNDM-1	4	0	4	1.0	1.0	0.625	0.0	0.5623351446188083	0.75	CARBAPENEM
ble-MBL	3	0	3	1.0	1.0	1.0	0.0	0.0	0.6666666666666666	BLEOMYCIN
blaPDC-37	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaEC	0	21	21	0.0	-1	1.0	-1	0.0	1.0	BETA-LACTAM
blaPDC-101	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-395	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaDHA-18	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaMAL-2	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaTEM-30	18	1	19	0.9473684210526315	0.27160493827160503	0.32963988919667586	1.522955067531318	1.413161267683042	0.42105263157894735	BETA-LACTAM
blaOXA-396	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaCMY-133	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	CEPHALOSPORIN
blaCTX-M-2	27	5	32	0.84375	0.48696844993141286	0.310546875	1.0195340672850197	1.4917245610872607	0.3125	CEPHALOSPORIN
